#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density	bases
4	q	27b	7100	7159	121450001	122300000	gneg		850000
4	q	27c	7160	7218	122300001	123150000	gneg		850000
4	q	27d	7219	7277	123150001	124000000	gneg		850000
4	q	28	7277	8259	124000000	139500000			15500001
4	q	28.1	7277	7565	124000000	129100000	gpos	50	5100001
4	q	28.1a	7277	7335	124000000	125020000	gpos	50	1020001
4	q	28.1b	7336	7392	125020001	126040000	gpos	50	1020000
4	q	28.1c	7393	7450	126040001	127060000	gpos	50	1020000
4	q	28.1d	7451	7507	127060001	128080000	gpos	50	1020000
4	q	28.1e	7508	7565	128080001	129100000	gpos	50	1020000
4	q	28.2	7565	7734	129100000	131300000	gneg		2200001
4	q	28.2a	7565	7621	129100000	129833333	gneg		733334
4	q	28.2b	7622	7678	129833334	130566667	gneg		733334
4	q	28.2c	7679	7734	130566668	131300000	gneg		733333
4	q	28.3	7734	8259	131300000	139500000	gpos	100	8200001
4	q	28.3a	7734	7792	131300000	132211111	gpos	100	911112
4	q	28.3b	7793	7851	132211112	133122222	gpos	100	911111
4	q	28.3c	7852	7909	133122223	134033333	gpos	100	911111
4	q	28.3d	7910	7967	134033334	134944444	gpos	100	911111
4	q	28.3e	7968	8026	134944445	135855556	gpos	100	911112
4	q	28.3f	8027	8084	135855557	136766667	gpos	100	911111
4	q	28.3g	8085	8142	136766668	137677778	gpos	100	911111
4	q	28.3h	8143	8201	137677779	138588889	gpos	100	911111
4	q	28.3i	8202	8259	138588890	139500000	gpos	100	911111
4	q	3	8259	11170	139500000	191273063			51773064
4	q	31	8259	9207	139500000	155100000			15600001
4	q	31.1	8259	8581	139500000	141700000	gneg		2200001
4	q	31.1a	8259	8313	139500000	139866667	gneg		366668
4	q	31.1b	8314	8366	139866668	140233333	gneg		366666
4	q	31.1c	8367	8420	140233334	140600000	gneg		366667
4	q	31.1d	8421	8474	140600001	140966667	gneg		366667
4	q	31.1e	8475	8527	140966668	141333333	gneg		366666
4	q	31.1f	8528	8581	141333334	141700000	gneg		366667
4	q	31.2	8581	9004	141700000	151000000			9300001
4	q	31.21	8581	8733	141700000	145000000	gpos	25	3300001
4	q	31.21a	8581	8632	141700000	142800000	gpos	25	1100001
4	q	31.21b	8633	8682	142800001	143900000	gpos	25	1100000
4	q	31.21c	8683	8733	143900001	145000000	gpos	25	1100000
4	q	31.22	8733	8851	145000000	147700000	gneg		2700001
4	q	31.22a	8733	8792	145000000	146350000	gneg		1350001
4	q	31.22b	8793	8851	146350001	147700000	gneg		1350000
4	q	31.23	8851	9004	147700000	151000000	gpos	25	3300001
4	q	31.23a	8851	8902	147700000	148800000	gpos	25	1100001
4	q	31.23b	8903	8953	148800001	149900000	gpos	25	1100000
4	q	31.23c	8954	9004	149900001	151000000	gpos	25	1100000
4	q	31.3	9004	9207	151000000	155100000	gneg		4100001
4	q	31.3a	9004	9055	151000000	152025000	gneg		1025001
4	q	31.3b	9056	9106	152025001	153050000	gneg		1025000
4	q	31.3c	9107	9156	153050001	154075000	gneg		1025000
4	q	31.3d	9157	9207	154075001	155100000	gneg		1025000
4	q	32	9207	9985	155100000	170400000			15300001
4	q	32.1	9207	9545	155100000	161500000	gpos	100	6400001
4	q	32.1a	9207	9263	155100000	156166667	gpos	100	1066668
4	q	32.1b	9264	9320	156166668	157233333	gpos	100	1066666
4	q	32.1c	9321	9376	157233334	158300000	gpos	100	1066667
4	q	32.1d	9377	9432	158300001	159366667	gpos	100	1066667
4	q	32.1e	9433	9489	159366668	160433333	gpos	100	1066666
4	q	32.1f	9490	9545	160433334	161500000	gpos	100	1066667
4	q	32.2	9545	9681	161500000	164500000	gneg		3000001
4	q	32.2a	9545	9613	161500000	163000000	gneg		1500001
4	q	32.2b	9614	9681	163000001	164500000	gneg		1500000
4	q	32.3	9681	9985	164500000	170400000	gpos	100	5900001
4	q	32.3a	9681	9742	164500000	165680000	gpos	100	1180001
4	q	32.3b	9743	9803	165680001	166860000	gpos	100	1180000
4	q	32.3c	9804	9863	166860001	168040000	gpos	100	1180000
4	q	32.3d	9864	9924	168040001	169220000	gpos	100	1180000
4	q	32.3e	9925	9985	169220001	170400000	gpos	100	1180000
4	q	33	9985	10087	170400000	172200000	gneg		1800001
4	q	33a	9985	10036	170400000	171300000	gneg		900001
4	q	33b	10037	10087	171300001	172200000	gneg		900000
4	q	34	10087	10628	172200000	182600000			10400001
4	q	34.1	10087	10341	172200000	176600000	gpos	75	4400001
4	q	34.1a	10087	10151	172200000	173300000	gpos	75	1100001
4	q	34.1b	10152	10214	173300001	174400000	gpos	75	1100000
4	q	34.1c	10215	10278	174400001	175500000	gpos	75	1100000
4	q	34.1d	10279	10341	175500001	176600000	gpos	75	1100000
4	q	34.2	10341	10408	176600000	177800000	gneg		1200001
4	q	34.2a	10341	10408	176600000	177800000	gneg		1200001
4	q	34.3	10408	10628	177800000	182600000	gpos	100	4800001
4	q	34.3a	10408	10463	177800000	179000000	gpos	100	1200001
4	q	34.3b	10464	10518	179000001	180200000	gpos	100	1200000
4	q	34.3c	10519	10573	180200001	181400000	gpos	100	1200000
4	q	34.3d	10574	10628	181400001	182600000	gpos	100	1200000
4	q	35	10628	11170	182600000	191273063			8673064
4	q	35.1	10628	10967	182600000	187300000	gneg		4700001
4	q	35.1a	10628	10685	182600000	183383333	gneg		783334
4	q	35.1b	10686	10741	183383334	184166667	gneg		783334
4	q	35.1c	10742	10798	184166668	184950000	gneg		783333
4	q	35.1d	10799	10854	184950001	185733333	gneg		783333
4	q	35.1e	10855	10911	185733334	186516667	gneg		783334
4	q	35.1f	10912	10967	186516668	187300000	gneg		783333
4	q	35.2	10967	11170	187300000	191273063	gpos	25	3973064
4	q	35.2a	10967	11018	187300000	188293266	gpos	25	993267
4	q	35.2b	11019	11069	188293267	189286532	gpos	25	993266
4	q	35.2c	11070	11119	189286533	190279797	gpos	25	993265
4	q	35.2d	11120	11170	190279798	191273063	gpos	25	993266
4	q	ter	11170	11171	191273064	191273064			1
5	p	ter	0	1	0	0			1
5	p		0	2592	1	47700000			47700000
5	p	1	0	2592	1	47700000			47700000
5	p	15	0	972	1	18500000			18500000
5	p	15.3	0	555	1	8200000			8200000
5	p	15.33	0	278	1	4400000	gneg		4400000
5	p	15.33e	0	56	1	880001	gneg		880001
5	p	15.33d	57	111	880002	1760001	gneg		880000
5	p	15.33c	112	167	1760002	2640000	gneg		879999
5	p	15.33b	168	222	2640001	3520000	gneg		880000
5	p	15.33a	223	278	3520001	4400000	gneg		880000
5	p	15.32	278	401	4400000	6000000	gpos	25	1600001
5	p	15.32b	278	340	4400000	5200000	gpos	25	800001
5	p	15.32a	341	401	5200001	6000000	gpos	25	800000
5	p	15.31	401	555	6000000	8200000	gneg		2200001
5	p	15.31c	401	452	6000000	6733333	gneg		733334
5	p	15.31b	453	504	6733334	7466667	gneg		733334
5	p	15.31a	505	555	7466668	8200000	gneg		733333
5	p	15.2	555	802	8200000	15100000	gpos	50	6900001
5	p	15.2d	555	617	8200000	9925000	gpos	50	1725001
5	p	15.2c	618	679	9925001	11650000	gpos	50	1725000
5	p	15.2b	680	740	11650001	13375000	gpos	50	1725000
5	p	15.2a	741	802	13375001	15100000	gpos	50	1725000
5	p	15.1	802	972	15100000	18500000	gneg		3400001
5	p	15.1c	802	859	15100000	16233333	gneg		1133334
5	p	15.1b	860	915	16233334	17366667	gneg		1133334
5	p	15.1a	916	972	17366668	18500000	gneg		1133333
5	p	14	972	1543	18500000	29300000			10800001
5	p	14.3	972	1234	18500000	23300000	gpos	100	4800001
5	p	14.3e	972	1024	18500000	19460000	gpos	100	960001
5	p	14.3d	1025	1077	19460001	20420000	gpos	100	960000
5	p	14.3c	1078	1129	20420001	21380000	gpos	100	960000
5	p	14.3b	1130	1182	21380001	22340000	gpos	100	960000
5	p	14.3a	1183	1234	22340001	23300000	gpos	100	960000
5	p	14.2	1234	1281	23300000	24700000	gneg		1400001
5	p	14.2a	1234	1281	23300000	24700000	gneg		1400001
5	p	14.1	1281	1543	24700000	29300000	gpos	100	4600001
5	p	14.1e	1281	1333	24700000	25620000	gpos	100	920001
5	p	14.1d	1334	1386	25620001	26540000	gpos	100	920000
5	p	14.1c	1387	1438	26540001	27460000	gpos	100	920000
5	p	14.1b	1439	1491	27460001	28380000	gpos	100	920000
5	p	14.1a	1492	1543	28380001	29300000	gpos	100	920000
5	p	13	1543	2253	29300000	42400000			13100001
5	p	13.3	1543	1836	29300000	34400000	gneg		5100001
5	p	13.3e	1543	1602	29300000	30320000	gneg		1020001
5	p	13.3d	1603	1660	30320001	31340000	gneg		1020000
5	p	13.3c	1661	1719	31340001	32360000	gneg		1020000
5	p	13.3b	1720	1777	32360001	33380000	gneg		1020000
5	p	13.3a	1778	1836	33380001	34400000	gneg		1020000
5	p	13.2	1836	2068	34400000	38500000	gpos	25	4100001
5	p	13.2d	1836	1894	34400000	35425000	gpos	25	1025001
5	p	13.2c	1895	1952	35425001	36450000	gpos	25	1025000
5	p	13.2b	1953	2010	36450001	37475000	gpos	25	1025000
5	p	13.2a	2011	2068	37475001	38500000	gpos	25	1025000
5	p	13.1	2068	2253	38500000	42400000	gneg		3900001
5	p	13.1c	2068	2130	38500000	39800000	gneg		1300001
5	p	13.1b	2131	2191	39800001	41100000	gneg		1300000
5	p	13.1a	2192	2253	41100001	42400000	gneg		1300000
5	p	12	2253	2407	42400000	45800000	gpos	50	3400001
5	p	12c	2253	2304	42400000	43533333	gpos	50	1133334
5	p	12b	2305	2356	43533334	44666667	gpos	50	1133334
5	p	12a	2357	2407	44666668	45800000	gpos	50	1133333
5	p	11	2407	2592	45800000	47700000	acen		1900001
5	p	11c	2407	2469	45800000	46433333	acen		633334
5	p	11b	2470	2530	46433334	47066667	acen		633334
5	p	11a	2531	2592	47066668	47700000	acen		633333
5	cen		2592	2592	47700000	47700000			1
5	p	10	2592	2592	47700000	47700000			1
5	q		2592	10600	47700000	180857866			133157867
5	q	1	2592	5678	47700000	97300000			49600001
5	q	10	2592	2592	47700000	47700000			1
5	q	11	2592	3271	47700000	58900000			11200001
5	q	11.1	2592	2839	47700000	50500000	acen		2800001
5	q	11.1a	2592	2654	47700000	48400000	acen		700001
5	q	11.1b	2655	2716	48400001	49100000	acen		700000
5	q	11.1c	2717	2777	49100001	49800000	acen		700000
5	q	11.1d	2778	2839	49800001	50500000	acen		700000
5	q	11.2	2839	3271	50500000	58900000	gneg		8400001
5	q	11.2a	2839	2893	50500000	51550000	gneg		1050001
5	q	11.2b	2894	2947	51550001	52600000	gneg		1050000
5	q	11.2c	2948	3001	52600001	53650000	gneg		1050000
5	q	11.2d	3002	3055	53650001	54700000	gneg		1050000
5	q	11.2e	3056	3109	54700001	55750000	gneg		1050000
5	q	11.2f	3110	3163	55750001	56800000	gneg		1050000
5	q	11.2g	3164	3217	56800001	57850000	gneg		1050000
5	q	11.2h	3218	3271	57850001	58900000	gneg		1050000
5	q	12	3271	3765	58900000	66500000			7600001
5	q	12.1	3271	3518	58900000	63000000	gpos	75	4100001
5	q	12.1a	3271	3333	58900000	59925000	gpos	75	1025001
5	q	12.1b	3334	3395	59925001	60950000	gpos	75	1025000
5	q	12.1c	3396	3456	60950001	61975000	gpos	75	1025000
5	q	12.1d	3457	3518	61975001	63000000	gpos	75	1025000
5	q	12.2	3518	3580	63000000	63700000	gneg		700001
5	q	12.2a	3518	3580	63000000	63700000	gneg		700001
5	q	12.3	3580	3765	63700000	66500000	gpos	75	2800001
5	q	12.3a	3580	3642	63700000	64633333	gpos	75	933334
5	q	12.3b	3643	3703	64633334	65566667	gpos	75	933334
5	q	12.3c	3704	3765	65566668	66500000	gpos	75	933333
5	q	13	3765	4397	66500000	76400000			9900001
5	q	13.1	3765	4012	66500000	68400000	gneg		1900001
5	q	13.1a	3765	3827	66500000	66975000	gneg		475001
5	q	13.1b	3828	3889	66975001	67450000	gneg		475000
5	q	13.1c	3890	3950	67450001	67925000	gneg		475000
5	q	13.1d	3951	4012	67925001	68400000	gneg		475000
5	q	13.2	4012	4197	68400000	73300000	gpos	50	4900001
5	q	13.2a	4012	4074	68400000	70033333	gpos	50	1633334
5	q	13.2b	4075	4135	70033334	71666667	gpos	50	1633334
5	q	13.2c	4136	4197	71666668	73300000	gpos	50	1633333
5	q	13.3	4197	4397	73300000	76400000	gneg		3100001
5	q	13.3a	4197	4247	73300000	74075000	gneg		775001
5	q	13.3b	4248	4297	74075001	74850000	gneg		775000
5	q	13.3c	4298	4347	74850001	75625000	gneg		775000
5	q	13.3d	4348	4397	75625001	76400000	gneg		775000
5	q	14	4397	5400	76400000	91900000			15500001
5	q	14.1	4397	4752	76400000	81300000	gpos	50	4900001
5	q	14.1a	4397	4456	76400000	77216667	gpos	50	816668
5	q	14.1b	4457	4515	77216668	78033333	gpos	50	816666
5	q	14.1c	4516	4575	78033334	78850000	gpos	50	816667
5	q	14.1d	4576	4634	78850001	79666667	gpos	50	816667
5	q	14.1e	4635	4693	79666668	80483333	gpos	50	816666
5	q	14.1f	4694	4752	80483334	81300000	gpos	50	816667
5	q	14.2	4752	4907	81300000	82800000	gneg		1500001
5	q	14.2a	4752	4804	81300000	81800000	gneg		500001
5	q	14.2b	4805	4855	81800001	82300000	gneg		500000
5	q	14.2c	4856	4907	82300001	82800000	gneg		500000
5	q	14.3	4907	5400	82800000	91900000	gpos	100	9100001
5	q	14.3a	4907	4962	82800000	83811111	gpos	100	1011112
5	q	14.3b	4963	5017	83811112	84822222	gpos	100	1011111
5	q	14.3c	5018	5071	84822223	85833333	gpos	100	1011111
5	q	14.3d	5072	5126	85833334	86844444	gpos	100	1011111
5	q	14.3e	5127	5181	86844445	87855556	gpos	100	1011112
5	q	14.3f	5182	5236	87855557	88866667	gpos	100	1011111
5	q	14.3g	5237	5290	88866668	89877778	gpos	100	1011111
5	q	14.3h	5291	5345	89877779	90888889	gpos	100	1011111
5	q	14.3i	5346	5400	90888890	91900000	gpos	100	1011111
5	q	15	5400	5678	91900000	97300000	gneg		5400001
5	q	15a	5400	5456	91900000	92980000	gneg		1080001
5	q	15b	5457	5511	92980001	94060000	gneg		1080000
5	q	15c	5512	5567	94060001	95140000	gneg		1080000
5	q	15d	5568	5622	95140001	96220000	gneg		1080000
5	q	15e	5623	5678	96220001	97300000	gneg		1080000
5	q	2	5678	7468	97300000	130400000			33100001
5	q	21	5678	6295	97300000	109600000			12300001
5	q	21.1	5678	5879	97300000	102800000	gpos	100	5500001
5	q	21.1a	5678	5728	97300000	98675000	gpos	100	1375001
5	q	21.1b	5729	5779	98675001	100050000	gpos	100	1375000
5	q	21.1c	5780	5829	100050001	101425000	gpos	100	1375000
5	q	21.1d	5830	5879	101425001	102800000	gpos	100	1375000
5	q	21.2	5879	5987	102800000	104500000	gneg		1700001
5	q	21.2a	5879	5933	102800000	103650000	gneg		850001
5	q	21.2b	5934	5987	103650001	104500000	gneg		850000
5	q	21.3	5987	6295	104500000	109600000	gpos	100	5100001
5	q	21.3a	5987	6049	104500000	105520000	gpos	100	1020001
5	q	21.3b	6050	6110	105520001	106540000	gpos	100	1020000
5	q	21.3c	6111	6172	106540001	107560000	gpos	100	1020000
5	q	21.3d	6173	6233	107560001	108580000	gpos	100	1020000
5	q	21.3e	6234	6295	108580001	109600000	gpos	100	1020000
5	q	22	6295	6666	109600000	115200000			5600001
5	q	22.1	6295	6419	109600000	111500000	gneg		1900001
5	q	22.1a	6295	6357	109600000	110550000	gneg		950001
5	q	22.1b	6358	6419	110550001	111500000	gneg		950000
5	q	22.2	6419	6527	111500000	113100000	gpos	50	1600001
5	q	22.2a	6419	6473	111500000	112300000	gpos	50	800001
5	q	22.2b	6474	6527	112300001	113100000	gpos	50	800000
5	q	22.3	6527	6666	113100000	115200000	gneg		2100001
5	q	22.3a	6527	6597	113100000	114150000	gneg		1050001
5	q	22.3b	6598	6666	114150001	115200000	gneg		1050000
5	q	23	6666	7468	115200000	130400000			15200001
5	q	23.1	6666	6943	115200000	121500000	gpos		6300001
5	q	23.1a	6666	6721	115200000	116460000	gpos		1260001
5	q	23.1b	6722	6777	116460001	117720000	gpos		1260000
5	q	23.1c	6778	6832	117720001	118980000	gpos		1260000
5	q	23.1d	6833	6888	118980001	120240000	gpos		1260000
5	q	23.1e	6889	6943	120240001	121500000	gpos		1260000
5	q	23.2	6943	7267	121500000	127300000	gneg		5800001
5	q	23.2a	6943	6997	121500000	122466667	gneg		966668
5	q	23.2b	6998	7051	122466668	123433333	gneg		966666
5	q	23.2c	7052	7105	123433334	124400000	gneg		966667
5	q	23.2d	7106	7159	124400001	125366667	gneg		966667
5	q	23.2e	7160	7213	125366668	126333333	gneg		966666
5	q	23.2f	7214	7267	126333334	127300000	gneg		966667
5	q	23.3	7267	7468	127300000	130400000	gpos		3100001
5	q	23.3a	7267	7317	127300000	128075000	gpos		775001
5	q	23.3b	7318	7368	128075001	128850000	gpos		775000
5	q	23.3c	7369	7418	128850001	129625000	gpos		775000
5	q	23.3d	7419	7468	129625001	130400000	gpos		775000
5	q	3	7468	10600	130400000	180857866			50457867
5	q	31	7468	8316	130400000	143100000			12700001
5	q	31.1	7468	7807	130400000	135400000	gneg		5000001
5	q	31.1a	7468	7525	130400000	131233333	gneg		833334
5	q	31.1b	7526	7581	131233334	132066667	gneg		833334
5	q	31.1c	7582	7638	132066668	132900000	gneg		833333
5	q	31.1d	7639	7694	132900001	133733333	gneg		833333
5	q	31.1e	7695	7751	133733334	134566667	gneg		833334
5	q	31.1f	7752	7807	134566668	135400000	gneg		833333
5	q	31.2	7807	8008	135400000	139000000	gpos	25	3600001
5	q	31.2a	7807	7857	135400000	136300000	gpos	25	900001
5	q	31.2b	7858	7908	136300001	137200000	gpos	25	900000
5	q	31.2c	7909	7958	137200001	138100000	gpos	25	900000
5	q	31.2d	7959	8008	138100001	139000000	gpos	25	900000
5	q	31.3	8008	8316	139000000	143100000	gneg		4100001
5	q	31.3a	8008	8070	139000000	139820000	gneg		820001
5	q	31.3b	8071	8131	139820001	140640000	gneg		820000
5	q	31.3c	8132	8193	140640001	141460000	gneg		820000
5	q	31.3d	8194	8254	141460001	142280000	gneg		820000
5	q	31.3e	8255	8316	142280001	143100000	gneg		820000
5	q	32	8316	8625	143100000	147200000	gpos	75	4100001
5	q	32a	8316	8378	143100000	143920000	gpos	75	820001
5	q	32b	8379	8440	143920001	144740000	gpos	75	820000
5	q	32c	8441	8501	144740001	145560000	gpos	75	820000
5	q	32d	8502	8563	145560001	146380000	gpos	75	820000
5	q	32e	8564	8625	146380001	147200000	gpos	75	820000
5	q	33	8625	9304	147200000	159900000			12700001
5	q	33.1	8625	8887	147200000	152100000	gneg		4900001
5	q	33.1a	8625	8677	147200000	148180000	gneg		980001
5	q	33.1b	8678	8730	148180001	149160000	gneg		980000
5	q	33.1c	8731	8782	149160001	150140000	gneg		980000
5	q	33.1d	8783	8835	150140001	151120000	gneg		980000
5	q	33.1e	8836	8887	151120001	152100000	gneg		980000
5	q	33.2	8887	9072	152100000	155600000	gpos	50	3500001
5	q	33.2a	8887	8949	152100000	153266667	gpos	50	1166668
5	q	33.2b	8950	9010	153266668	154433333	gpos	50	1166666
5	q	33.2c	9011	9072	154433334	155600000	gpos	50	1166667
5	q	33.3	9072	9304	155600000	159900000	gneg		4300001
5	q	33.3a	9072	9130	155600000	156675000	gneg		1075001
5	q	33.3b	9131	9188	156675001	157750000	gneg		1075000
5	q	33.3c	9189	9246	157750001	158825000	gneg		1075000
5	q	33.3d	9247	9304	158825001	159900000	gneg		1075000
5	q	34	9304	9690	159900000	167400000	gpos	100	7500001
5	q	34a	9304	9359	159900000	160971429	gpos	100	1071430
5	q	34b	9360	9414	160971430	162042857	gpos	100	1071428
5	q	34c	9415	9469	162042858	163114286	gpos	100	1071429
5	q	34d	9470	9525	163114287	164185714	gpos	100	1071428
5	q	34e	9526	9580	164185715	165257143	gpos	100	1071429
5	q	34f	9581	9635	165257144	166328571	gpos	100	1071428
5	q	34g	9636	9690	166328572	167400000	gpos	100	1071429
5	q	35	9690	10600	167400000	180857866			13457867
5	q	35.1	9690	9952	167400000	172200000	gneg		4800001
5	q	35.1a	9690	9742	167400000	168360000	gneg		960001
5	q	35.1b	9743	9795	168360001	169320000	gneg		960000
5	q	35.1c	9796	9847	169320001	170280000	gneg		960000
5	q	35.1d	9848	9900	170280001	171240000	gneg		960000
5	q	35.1e	9901	9952	171240001	172200000	gneg		960000
5	q	35.2	9952	10183	172200000	176500000	gpos	25	4300001
5	q	35.2a	9952	10010	172200000	173275000	gpos	25	1075001
5	q	35.2b	10011	10068	173275001	174350000	gpos	25	1075000
5	q	35.2c	10069	10125	174350001	175425000	gpos	25	1075000
5	q	35.2d	10126	10183	175425001	176500000	gpos	25	1075000
5	q	35.3	10183	10600	176500000	180857866	gneg		4357867
5	q	35.3a	10183	10243	176500000	177122552	gneg		622553
5	q	35.3b	10244	10302	177122553	177745105	gneg		622553
5	q	35.3c	10303	10362	177745106	178367657	gneg		622552
5	q	35.3d	10363	10421	178367658	178990209	gneg		622552
5	q	35.3e	10422	10481	178990210	179612761	gneg		622552
5	q	35.3f	10482	10540	179612762	180235314	gneg		622553
5	q	35.3g	10541	10600	180235315	180857866	gneg		622552
5	q	ter	10600	10601	180857867	180857867			1
6	p	ter	0	1	0	0			1
6	p		0	3554	1	60500000			60500000
6	p	2	0	2755	1	45200000			45200000
6	p	25	0	355	1	7000000			7000000
6	p	25.3	0	118	1	2300000	gneg		2300000
6	p	25.3b	0	59	1	1150001	gneg		1150001
6	p	25.3a	60	118	1150002	2300000	gneg		1149999
6	p	25.2	118	207	2300000	4100000	gpos	25	1800001
6	p	25.2b	118	163	2300000	3200000	gpos	25	900001
6	p	25.2a	164	207	3200001	4100000	gpos	25	900000
6	p	25.1	207	355	4100000	7000000	gneg		2900001
6	p	25.1c	207	256	4100000	5066667	gneg		966668
6	p	25.1b	257	306	5066668	6033333	gneg		966666
6	p	25.1a	307	355	6033334	7000000	gneg		966667
6	p	24	355	740	7000000	13500000			6500001
6	p	24.3	355	548	7000000	10600000	gpos	50	3600001
6	p	24.3c	355	419	7000000	8200000	gpos	50	1200001
6	p	24.3b	420	484	8200001	9400000	gpos	50	1200000
6	p	24.3a	485	548	9400001	10600000	gpos	50	1200000
6	p	24.2	548	592	10600000	11200000	gneg		600001
6	p	24.2a	548	592	10600000	11200000	gneg		600001
6	p	24.1	592	740	11200000	13500000	gpos	25	2300001
6	p	24.1c	592	641	11200000	11966667	gpos	25	766668
6	p	24.1b	642	691	11966668	12733333	gpos	25	766666
6	p	24.1a	692	740	12733334	13500000	gpos	25	766667
6	p	23	740	844	13500000	15500000	gneg		2000001
6	p	23b	740	792	13500000	14500000	gneg		1000001
6	p	23a	793	844	14500001	15500000	gneg		1000000
6	p	22	844	1585	15500000	29900000			14400001
6	p	22.3	844	1185	15500000	23500000	gpos	75	8000001
6	p	22.3f	844	901	15500000	16833333	gpos	75	1333334
6	p	22.3e	902	958	16833334	18166667	gpos	75	1333334
6	p	22.3d	959	1015	18166668	19500000	gpos	75	1333333
6	p	22.3c	1016	1071	19500001	20833333	gpos	75	1333333
6	p	22.3b	1072	1128	20833334	22166667	gpos	75	1333334
6	p	22.3a	1129	1185	22166668	23500000	gpos	75	1333333
6	p	22.2	1185	1348	23500000	26100000	gneg		2600001
6	p	22.2c	1185	1239	23500000	24366667	gneg		866668
6	p	22.2b	1240	1294	24366668	25233333	gneg		866666
6	p	22.2a	1295	1348	25233334	26100000	gneg		866667
6	p	22.1	1348	1585	26100000	29900000	gpos	50	3800001
6	p	22.1d	1348	1407	26100000	27050000	gpos	50	950001
6	p	22.1c	1408	1467	27050001	28000000	gpos	50	950000
6	p	22.1b	1468	1526	28000001	28950000	gpos	50	950000
6	p	22.1a	1527	1585	28950001	29900000	gpos	50	950000
6	p	21	1585	2755	29900000	45200000			15300001
6	p	21.3	1585	2162	29900000	36800000			6900001
6	p	21.33	1585	1718	29900000	31900000	gneg		2000001
6	p	21.33b	1585	1652	29900000	30900000	gneg		1000001
6	p	21.33a	1653	1718	30900001	31900000	gneg		1000000
6	p	21.32	1718	1836	31900000	33600000	gpos	25	1700001
6	p	21.32b	1718	1777	31900000	32750000	gpos	25	850001
6	p	21.32a	1778	1836	32750001	33600000	gpos	25	850000
6	p	21.31	1836	2162	33600000	36800000	gneg		3200001
6	p	21.31f	1836	1890	33600000	34133333	gneg		533334
6	p	21.31e	1891	1945	34133334	34666667	gneg		533334
6	p	21.31d	1946	1999	34666668	35200000	gneg		533333
6	p	21.31c	2000	2053	35200001	35733333	gneg		533333
6	p	21.31b	2054	2108	35733334	36266667	gneg		533334
6	p	21.31a	2109	2162	36266668	36800000	gneg		533333
6	p	21.2	2162	2310	36800000	40600000	gpos	25	3800001
6	p	21.2c	2162	2211	36800000	38066667	gpos	25	1266668
6	p	21.2b	2212	2261	38066668	39333333	gpos	25	1266666
6	p	21.2a	2262	2310	39333334	40600000	gpos	25	1266667
6	p	21.1	2310	2755	40600000	45200000	gneg		4600001
6	p	21.1h	2310	2366	40600000	41175000	gneg		575001
6	p	21.1g	2367	2421	41175001	41750000	gneg		575000
6	p	21.1f	2422	2477	41750001	42325000	gneg		575000
6	p	21.1e	2478	2533	42325001	42900000	gneg		575000
6	p	21.1d	2534	2588	42900001	43475000	gneg		575000
6	p	21.1c	2589	2644	43475001	44050000	gneg		575000
6	p	21.1b	2645	2699	44050001	44625000	gneg		575000
6	p	21.1a	2700	2755	44625001	45200000	gneg		575000
6	p	1	2755	3554	45200000	60500000			15300001
6	p	12	2755	3377	45200000	57200000			12000001
6	p	12.3	2755	3080	45200000	51100000	gpos	100	5900001
6	p	12.3f	2755	2809	45200000	46183333	gpos	100	983334
6	p	12.3e	2810	2863	46183334	47166667	gpos	100	983334
6	p	12.3d	2864	2917	47166668	48150000	gpos	100	983333
6	p	12.3c	2918	2972	48150001	49133333	gpos	100	983333
6	p	12.3b	2973	3026	49133334	50116667	gpos	100	983334
6	p	12.3a	3027	3080	50116668	51100000	gpos	100	983333
6	p	12.2	3080	3140	51100000	52600000	gneg		1500001
6	p	12.2a	3080	3140	51100000	52600000	gneg		1500001
6	p	12.1	3140	3377	52600000	57200000	gpos	100	4600001
6	p	12.1d	3140	3199	52600000	53750000	gpos	100	1150001
6	p	12.1c	3200	3259	53750001	54900000	gpos	100	1150000
6	p	12.1b	3260	3318	54900001	56050000	gpos	100	1150000
6	p	12.1a	3319	3377	56050001	57200000	gpos	100	1150000
6	p	11	3377	3554	57200000	60500000			3300001
6	p	11.2	3377	3421	57200000	58400000	gneg		1200001
6	p	11.2a	3377	3421	57200000	58400000	gneg		1200001
6	p	11.1	3421	3554	58400000	60500000	acen		2100001
6	p	11.1b	3421	3488	58400000	59450000	acen		1050001
6	p	11.1a	3489	3554	59450001	60500000	acen		1050000
6	cen		3554	3554	60500000	60500000			1
6	p	10	3554	3554	60500000	60500000			1
6	q		3554	10100	60500000	170899992			110399993
6	q	1	3554	5983	60500000	104800000			44300001
6	q	10	3554	3554	60500000	60500000			1
6	q	11	3554	3732	60500000	63500000			3000001
6	q	11.1	3554	3658	60500000	63400000	acen		2900001
6	q	11.1a	3554	3606	60500000	61950000	acen		1450001
6	q	11.1b	3607	3658	61950001	63400000	acen		1450000
6	q	11.2	3658	3732	63400000	63500000	gneg		100001
6	q	11.2a	3658	3732	63400000	63500000	gneg		100001
6	q	12	3732	4147	63500000	70000000	gpos	100	6500001
6	q	12a	3732	3791	63500000	64428571	gpos	100	928572
6	q	12b	3792	3851	64428572	65357143	gpos	100	928572
6	q	12c	3852	3910	65357144	66285714	gpos	100	928571
6	q	12d	3911	3969	66285715	67214286	gpos	100	928572
